name,infolink
Immendorf Siedlung,https://www.kvb.koeln/haltestellen/overview/139/
In der Kreuzau,https://www.kvb.koeln/haltestellen/overview/964/
Indianapolis-Str.,https://www.kvb.koeln/haltestellen/overview/786/
Innere Kanalstr.,https://www.kvb.koeln/haltestellen/overview/756/
Jasminweg,https://www.kvb.koeln/haltestellen/overview/612/
Johannes-Prassel-Str.,https://www.kvb.koeln/haltestellen/overview/378/
Johannesstr.,https://www.kvb.koeln/haltestellen/overview/746/
Josef-Lammerting-Allee,https://www.kvb.koeln/haltestellen/overview/91/
Junkersdorf,https://www.kvb.koeln/haltestellen/overview/200/
Juridicum,https://www.kvb.koeln/haltestellen/overview/685/
Justizzentrum,https://www.kvb.koeln/haltestellen/overview/875/
Kalk Kapelle,https://www.kvb.koeln/haltestellen/overview/513/
Kalk Post,https://www.kvb.koeln/haltestellen/overview/512/
Kalk-Karree,https://www.kvb.koeln/haltestellen/overview/922/
Kalker Friedhof,https://www.kvb.koeln/haltestellen/overview/539/
Kalkweg,https://www.kvb.koeln/haltestellen/overview/622/
Kallbergstr.,https://www.kvb.koeln/haltestellen/overview/928/
Kapellenweg,https://www.kvb.koeln/haltestellen/overview/748/
Kapfenberger Str.,https://www.kvb.koeln/haltestellen/overview/716/
Kappelsweg,https://www.kvb.koeln/haltestellen/overview/55/
Karl-Marx-Allee,https://www.kvb.koeln/haltestellen/overview/386/
Karl-Schwering-Platz,https://www.kvb.koeln/haltestellen/overview/148/
Karnevalsmuseum,https://www.kvb.koeln/haltestellen/overview/259/
Kartäuserhof,https://www.kvb.koeln/haltestellen/overview/894/
Kaserne Haupttor,https://www.kvb.koeln/haltestellen/overview/888/
Kaserne Nordtor,https://www.kvb.koeln/haltestellen/overview/482/
Kasselberg,https://www.kvb.koeln/haltestellen/overview/419/
Kendenicher Str.,https://www.kvb.koeln/haltestellen/overview/60/
Kesselsgasse,https://www.kvb.koeln/haltestellen/overview/706/
Kettelerstr.,https://www.kvb.koeln/haltestellen/overview/90/
Keupstr.,https://www.kvb.koeln/haltestellen/overview/631/
Kiebitzweg,https://www.kvb.koeln/haltestellen/overview/732/
Kieler Str.,https://www.kvb.koeln/haltestellen/overview/574/
Kinderkrankenhaus,https://www.kvb.koeln/haltestellen/overview/316/
Kippekausen,https://www.kvb.koeln/haltestellen/overview/670/
Kirschbaumweg,https://www.kvb.koeln/haltestellen/overview/103/
Kitschburger Str.,https://www.kvb.koeln/haltestellen/overview/171/
Klaprothstr.,https://www.kvb.koeln/haltestellen/overview/933/
Kleinfeldchensweg,https://www.kvb.koeln/haltestellen/overview/549/
Kleingartenanlage Ostheim,https://www.kvb.koeln/haltestellen/overview/321/
Klettenbergpark,https://www.kvb.koeln/haltestellen/overview/167/
Klingerstr.,https://www.kvb.koeln/haltestellen/overview/863/
Klinikum Merheim,https://www.kvb.koeln/haltestellen/overview/831/
Klosterhof,https://www.kvb.koeln/haltestellen/overview/617/
Koblenzer Str.,https://www.kvb.koeln/haltestellen/overview/67/
Kochwiesenstr.,https://www.kvb.koeln/haltestellen/overview/296/
Koelnmesse,https://www.kvb.koeln/haltestellen/overview/42/
Kolkrabenweg,https://www.kvb.koeln/haltestellen/overview/285/
Konrad-Adenauer-Str.,https://www.kvb.koeln/haltestellen/overview/120/
Konradstr.,https://www.kvb.koeln/haltestellen/overview/156/
Kopernikusschule,https://www.kvb.koeln/haltestellen/overview/470/
Koppensteinstr.,https://www.kvb.koeln/haltestellen/overview/176/
Korber Weg,https://www.kvb.koeln/haltestellen/overview/483/
Kornblumenweg,https://www.kvb.koeln/haltestellen/overview/502/
Krefelder Wall,https://www.kvb.koeln/haltestellen/overview/38/
Kretzerstr.,https://www.kvb.koeln/haltestellen/overview/309/
Krieger-Str.,https://www.kvb.koeln/haltestellen/overview/864/
Krieler Str.,https://www.kvb.koeln/haltestellen/overview/175/
Kuenstr.,https://www.kvb.koeln/haltestellen/overview/828/
Kuthstr./Vingst,https://www.kvb.koeln/haltestellen/overview/10/
Kühzällerweg,https://www.kvb.koeln/haltestellen/overview/588/
Kürtenstr.,https://www.kvb.koeln/haltestellen/overview/522/
Kämpchensweg,https://www.kvb.koeln/haltestellen/overview/190/
Köln/Bonn Flughafen Terminal 1,https://www.kvb.koeln/haltestellen/overview/848/
Köln/Bonn Flughafen Terminal 2,https://www.kvb.koeln/haltestellen/overview/845/
Kölner Str.,https://www.kvb.koeln/haltestellen/overview/666/
Kölner Weg,https://www.kvb.koeln/haltestellen/overview/204/
Kölnstr.,https://www.kvb.koeln/haltestellen/overview/127/
Königsforst,https://www.kvb.koeln/haltestellen/overview/557/
Körnerstr.,https://www.kvb.koeln/haltestellen/overview/237/
Lacher Broch,https://www.kvb.koeln/haltestellen/overview/284/
Lahnstr.,https://www.kvb.koeln/haltestellen/overview/725/
Langel Fähre,https://www.kvb.koeln/haltestellen/overview/407/
Langel Kuhlenweg,https://www.kvb.koeln/haltestellen/overview/410/
Langel Mohlenweg,https://www.kvb.koeln/haltestellen/overview/409/
Langel Nord,https://www.kvb.koeln/haltestellen/overview/408/
Langenbergstr.,https://www.kvb.koeln/haltestellen/overview/984/
Leiblplatz,https://www.kvb.koeln/haltestellen/overview/147/
Leichweg,https://www.kvb.koeln/haltestellen/overview/71/
Leimbachweg,https://www.kvb.koeln/haltestellen/overview/620/
Leinsamenweg,https://www.kvb.koeln/haltestellen/overview/193/
Leipziger Platz,https://www.kvb.koeln/haltestellen/overview/307/
Lenauplatz,https://www.kvb.koeln/haltestellen/overview/247/
Lentpark,https://www.kvb.koeln/haltestellen/overview/925/
Leopold-Gmelin-Str.,https://www.kvb.koeln/haltestellen/overview/817/
Lerchenweg,https://www.kvb.koeln/haltestellen/overview/96/
Lessingstr.,https://www.kvb.koeln/haltestellen/overview/833/
Leuchterstr.,https://www.kvb.koeln/haltestellen/overview/608/
Leyboldstr.,https://www.kvb.koeln/haltestellen/overview/83/
Leyendeckerstr.,https://www.kvb.koeln/haltestellen/overview/255/
Liblarer Str.,https://www.kvb.koeln/haltestellen/overview/72/
Libur Kirche,https://www.kvb.koeln/haltestellen/overview/497/
Libur Margaretenstr.,https://www.kvb.koeln/haltestellen/overview/498/
Liebigstr.,https://www.kvb.koeln/haltestellen/overview/239/
Lina-Bommer-Weg,https://www.kvb.koeln/haltestellen/overview/937/
Lindenburg,https://www.kvb.koeln/haltestellen/overview/155/
Lindenbuschweg,https://www.kvb.koeln/haltestellen/overview/726/
Lindenweg,https://www.kvb.koeln/haltestellen/overview/847/
Linder Kreuz,https://www.kvb.koeln/haltestellen/overview/492/
Linder Mauspfad,https://www.kvb.koeln/haltestellen/overview/495/
Linder Weg,https://www.kvb.koeln/haltestellen/overview/494/
Lindweilerfeld,https://www.kvb.koeln/haltestellen/overview/393/
Lindweilerweg,https://www.kvb.koeln/haltestellen/overview/359/
Lippeweg,https://www.kvb.koeln/haltestellen/overview/616/
Lohsestr.,https://www.kvb.koeln/haltestellen/overview/305/
Longerich Friedhof,https://www.kvb.koeln/haltestellen/overview/357/
Longerich S-Bahn,https://www.kvb.koeln/haltestellen/overview/358/
Longericher Str.,https://www.kvb.koeln/haltestellen/overview/356/
Longericher Str./Etzelstr.,https://www.kvb.koeln/haltestellen/overview/860/
Lucasstr.,https://www.kvb.koeln/haltestellen/overview/499/
Ludwig-Quidde-Platz,https://www.kvb.koeln/haltestellen/overview/564/
Ludwigsburger Str.,https://www.kvb.koeln/haltestellen/overview/328/
Lustheide,https://www.kvb.koeln/haltestellen/overview/668/
LVR-Klinik,https://www.kvb.koeln/haltestellen/overview/843/
Lüderichstr.,https://www.kvb.koeln/haltestellen/overview/919/
Lülsdorf Nord,https://www.kvb.koeln/haltestellen/overview/280/
Maarhäuser Weg,https://www.kvb.koeln/haltestellen/overview/461/
Maarweg,https://www.kvb.koeln/haltestellen/overview/179/
Mannesmannstr.,https://www.kvb.koeln/haltestellen/overview/104/
Mannsfeld,https://www.kvb.koeln/haltestellen/overview/69/
Marconistr.,https://www.kvb.koeln/haltestellen/overview/854/
Marconistr. Ost,https://www.kvb.koeln/haltestellen/overview/858/
Margaretastr.,https://www.kvb.koeln/haltestellen/overview/273/
Maria-Himmelfahrt-Str.,https://www.kvb.koeln/haltestellen/overview/584/
Marienberger Weg,https://www.kvb.koeln/haltestellen/overview/392/
Marienburg Südpark,https://www.kvb.koeln/haltestellen/overview/80/
Marienburger Str.,https://www.kvb.koeln/haltestellen/overview/79/
Marienplatz,https://www.kvb.koeln/haltestellen/overview/658/
Marienstr.,https://www.kvb.koeln/haltestellen/overview/834/
Marktplatz Sürth,https://www.kvb.koeln/haltestellen/overview/126/
Marktstr.,https://www.kvb.koeln/haltestellen/overview/66/
Marsdorf,https://www.kvb.koeln/haltestellen/overview/235/
Maternusplatz,https://www.kvb.koeln/haltestellen/overview/109/
Mathias-Brüggen-Str.,https://www.kvb.koeln/haltestellen/overview/278/
Mauritiuskirche,https://www.kvb.koeln/haltestellen/overview/4/
Mauritiusschule,https://www.kvb.koeln/haltestellen/overview/724/
Max-Löbner-Str./Friesdorf,https://www.kvb.koeln/haltestellen/overview/698/
Mechternstr.,https://www.kvb.koeln/haltestellen/overview/771/
Meerfeldstr.,https://www.kvb.koeln/haltestellen/overview/355/
Melaten,https://www.kvb.koeln/haltestellen/overview/144/
Melatengürtel,https://www.kvb.koeln/haltestellen/overview/182/
Mennweg,https://www.kvb.koeln/haltestellen/overview/406/
Merheim,https://www.kvb.koeln/haltestellen/overview/540/
Merheimer Platz,https://www.kvb.koeln/haltestellen/overview/312/
Merianstr.,https://www.kvb.koeln/haltestellen/overview/396/
Merkenich,https://www.kvb.koeln/haltestellen/overview/417/
Merkenich Mitte,https://www.kvb.koeln/haltestellen/overview/416/
Merkenicher Str.,https://www.kvb.koeln/haltestellen/overview/349/
Merten,https://www.kvb.koeln/haltestellen/overview/676/
Meschenich Kirche,https://www.kvb.koeln/haltestellen/overview/86/
Methweg,https://www.kvb.koeln/haltestellen/overview/769/
Michaelshoven,https://www.kvb.koeln/haltestellen/overview/108/
Mohnweg,https://www.kvb.koeln/haltestellen/overview/142/
Moldaustr.,https://www.kvb.koeln/haltestellen/overview/989/
Mollwitzstr.,https://www.kvb.koeln/haltestellen/overview/336/
Moltkestr.,https://www.kvb.koeln/haltestellen/overview/28/
Mommsenstr.,https://www.kvb.koeln/haltestellen/overview/165/
Montanusstr.,https://www.kvb.koeln/haltestellen/overview/571/
Morsestr.,https://www.kvb.koeln/haltestellen/overview/853/
Moses-Hess-Str.,https://www.kvb.koeln/haltestellen/overview/640/
Mozartstr.,https://www.kvb.koeln/haltestellen/overview/747/
Museum Koenig,https://www.kvb.koeln/haltestellen/overview/683/
Mutzbach,https://www.kvb.koeln/haltestellen/overview/626/
Mühlengasse,https://www.kvb.koeln/haltestellen/overview/709/
Mühlenweg,https://www.kvb.koeln/haltestellen/overview/270/
Mühlenweiher,https://www.kvb.koeln/haltestellen/overview/435/
Mülhauser Str.,https://www.kvb.koeln/haltestellen/overview/773/
Mülheim Berliner Str.,https://www.kvb.koeln/haltestellen/overview/633/
Mülheim Wiener Platz,https://www.kvb.koeln/haltestellen/overview/570/
Mülheimer Friedhof,https://www.kvb.koeln/haltestellen/overview/519/
Mülheimer Ring,https://www.kvb.koeln/haltestellen/overview/800/
Müngersdorf S-Bahn/Technologiepark,https://www.kvb.koeln/haltestellen/overview/185/
Nachtigallenstr.,https://www.kvb.koeln/haltestellen/overview/490/
Neißestr.,https://www.kvb.koeln/haltestellen/overview/882/
Nesselrodestr.,https://www.kvb.koeln/haltestellen/overview/818/
Neue Eiler Str.,https://www.kvb.koeln/haltestellen/overview/457/
Neuenhofstr.,https://www.kvb.koeln/haltestellen/overview/455/
Neuenweg,https://www.kvb.koeln/haltestellen/overview/667/
Neuer Mülheimer Friedhof,https://www.kvb.koeln/haltestellen/overview/637/
Neufelder Str.,https://www.kvb.koeln/haltestellen/overview/585/
Neumarkt,https://www.kvb.koeln/haltestellen/overview/2/
Neusser Str./Gürtel,https://www.kvb.koeln/haltestellen/overview/303/
Neven DuMont Haus,https://www.kvb.koeln/haltestellen/overview/885/
Nibelungenplatz,https://www.kvb.koeln/haltestellen/overview/339/
Nibelungenstr.,https://www.kvb.koeln/haltestellen/overview/652/
Niehl Betriebshof Nord,https://www.kvb.koeln/haltestellen/overview/352/
Niehl Nord,https://www.kvb.koeln/haltestellen/overview/342/
Niehl Sebastianstr.,https://www.kvb.koeln/haltestellen/overview/343/
Niehler Damm,https://www.kvb.koeln/haltestellen/overview/351/
Niehler Kirchweg,https://www.kvb.koeln/haltestellen/overview/820/
Niehler Str.,https://www.kvb.koeln/haltestellen/overview/308/
Nievenheimer Str.,https://www.kvb.koeln/haltestellen/overview/327/
Nippes S-Bahn,https://www.kvb.koeln/haltestellen/overview/750/
Nordfriedhof,https://www.kvb.koeln/haltestellen/overview/338/
Nordstr.,https://www.kvb.koeln/haltestellen/overview/306/
Nußbaumerstr.,https://www.kvb.koeln/haltestellen/overview/246/
Nüssenberger Str.,https://www.kvb.koeln/haltestellen/overview/299/
Oberer Komarweg,https://www.kvb.koeln/haltestellen/overview/61/
Oberzündorf,https://www.kvb.koeln/haltestellen/overview/763/
Odenthaler Str.,https://www.kvb.koeln/haltestellen/overview/609/
Offenbachplatz,https://www.kvb.koeln/haltestellen/overview/969/
Okerstr.,https://www.kvb.koeln/haltestellen/overview/987/
Ollenhauerring,https://www.kvb.koeln/haltestellen/overview/298/
Ollenhauerstraße,https://www.kvb.koeln/haltestellen/overview/691/
Olof-Palme-Allee,https://www.kvb.koeln/haltestellen/overview/690/
Olpener Str.,https://www.kvb.koeln/haltestellen/overview/551/
Oranienstr.,https://www.kvb.koeln/haltestellen/overview/523/
Oranjehofstr.,https://www.kvb.koeln/haltestellen/overview/412/
Oskar-Jäger-Str.,https://www.kvb.koeln/haltestellen/overview/258/
Oskar-Schindler-Str.,https://www.kvb.koeln/haltestellen/overview/929/
Ossendorf,https://www.kvb.koeln/haltestellen/overview/271/
Osterather Str.,https://www.kvb.koeln/haltestellen/overview/815/
Ostfriedhof,https://www.kvb.koeln/haltestellen/overview/598/
Ostheim,https://www.kvb.koeln/haltestellen/overview/533/
Ostlandstr.,https://www.kvb.koeln/haltestellen/overview/227/
Ostmerheimer Str.,https://www.kvb.koeln/haltestellen/overview/543/
Otto-Hahn-Str.,https://www.kvb.koeln/haltestellen/overview/136/
Otto-Müller-Str.,https://www.kvb.koeln/haltestellen/overview/381/
Palmenhof,https://www.kvb.koeln/haltestellen/overview/809/
Pasteurstr.,https://www.kvb.koeln/haltestellen/overview/822/
Paul-Nießen-Str.,https://www.kvb.koeln/haltestellen/overview/916/
Paul-Reifenberg-Str.,https://www.kvb.koeln/haltestellen/overview/621/
Pesch Schulstr.,https://www.kvb.koeln/haltestellen/overview/373/
Pescher Weg,https://www.kvb.koeln/haltestellen/overview/380/
Pettenkoferstr.,https://www.kvb.koeln/haltestellen/overview/772/
Pierstr.,https://www.kvb.koeln/haltestellen/overview/135/
Piusstr.,https://www.kvb.koeln/haltestellen/overview/236/
Plittersdorfer Straße,https://www.kvb.koeln/haltestellen/overview/701/
Pohligstr.,https://www.kvb.koeln/haltestellen/overview/52/
Poll Hauptstr.,https://www.kvb.koeln/haltestellen/overview/442/
Poll Salmstr.,https://www.kvb.koeln/haltestellen/overview/438/
Poller Holzweg,https://www.kvb.koeln/haltestellen/overview/445/
Poller Kirchweg,https://www.kvb.koeln/haltestellen/overview/47/
Porz Markt,https://www.kvb.koeln/haltestellen/overview/467/
Porz Steinstr.,https://www.kvb.koeln/haltestellen/overview/466/
Porz-Langel Kirche,https://www.kvb.koeln/haltestellen/overview/767/
Porz-Langel Mühle,https://www.kvb.koeln/haltestellen/overview/765/
Porz-Langel Nord,https://www.kvb.koeln/haltestellen/overview/764/
Porz-Langel Süd,https://www.kvb.koeln/haltestellen/overview/703/
Porz-Langel Zur Eiche,https://www.kvb.koeln/haltestellen/overview/766/
Porzer Str.,https://www.kvb.koeln/haltestellen/overview/554/
Poststr.,https://www.kvb.koeln/haltestellen/overview/3/
Propsthof Nord,https://www.kvb.koeln/haltestellen/overview/43/
Prälat-van-Acken-Str.,https://www.kvb.koeln/haltestellen/overview/850/
Pulheimer Str.,https://www.kvb.koeln/haltestellen/overview/391/
Raiffeisenstr.,https://www.kvb.koeln/haltestellen/overview/444/
Ramrather Weg,https://www.kvb.koeln/haltestellen/overview/751/
Ranzel Weilerhof,https://www.kvb.koeln/haltestellen/overview/869/
Rath/Heumar,https://www.kvb.koeln/haltestellen/overview/556/
Rathaus,https://www.kvb.koeln/haltestellen/overview/6/
Refrath,https://www.kvb.koeln/haltestellen/overview/669/
Reichenspergerplatz,https://www.kvb.koeln/haltestellen/overview/34/
Reiherstr.,https://www.kvb.koeln/haltestellen/overview/777/
Rektor-Klein-Str.,https://www.kvb.koeln/haltestellen/overview/272/
Remscheider Str.,https://www.kvb.koeln/haltestellen/overview/516/
Rheinauhafen,https://www.kvb.koeln/haltestellen/overview/744/
Rheinbergstr.,https://www.kvb.koeln/haltestellen/overview/581/
RheinEnergieSTADION,https://www.kvb.koeln/haltestellen/overview/187/
Rheinkassel,https://www.kvb.koeln/haltestellen/overview/411/
Rheinlandstr.,https://www.kvb.koeln/haltestellen/overview/413/
Rheinsteinstr.,https://www.kvb.koeln/haltestellen/overview/64/
Rhöndorfer Str.,https://www.kvb.koeln/haltestellen/overview/159/
Richard-Wagner-Str.,https://www.kvb.koeln/haltestellen/overview/118/
Riehler Gürtel,https://www.kvb.koeln/haltestellen/overview/319/
Ritterstr.,https://www.kvb.koeln/haltestellen/overview/130/
Robert-Bosch-Str.,https://www.kvb.koeln/haltestellen/overview/415/
Robert-Kirchhoff-Straße,https://www.kvb.koeln/haltestellen/overview/696/
Robert-Perthel-Str.,https://www.kvb.koeln/haltestellen/overview/334/
Rochusplatz,https://www.kvb.koeln/haltestellen/overview/262/
Rodenkirchen Bf,https://www.kvb.koeln/haltestellen/overview/106/
Rodenkirchen Bismarckstr.,https://www.kvb.koeln/haltestellen/overview/780/
Rodenkirchen Rathaus,https://www.kvb.koeln/haltestellen/overview/111/
Roggenweg,https://www.kvb.koeln/haltestellen/overview/194/
Roisdorf West,https://www.kvb.koeln/haltestellen/overview/672/
Roisdorfer Str.,https://www.kvb.koeln/haltestellen/overview/59/
Rolshover Str.,https://www.kvb.koeln/haltestellen/overview/433/
Rondorf,https://www.kvb.koeln/haltestellen/overview/97/
Roonstr.,https://www.kvb.koeln/haltestellen/overview/29/
Rosenhügel,https://www.kvb.koeln/haltestellen/overview/228/
Rosenstr.,https://www.kvb.koeln/haltestellen/overview/13/
Rosmarinweg,https://www.kvb.koeln/haltestellen/overview/808/
Rotdornstr.,https://www.kvb.koeln/haltestellen/overview/50/
Rotdornweg,https://www.kvb.koeln/haltestellen/overview/721/
Roteichenweg,https://www.kvb.koeln/haltestellen/overview/879/
Rudolf-Diesel-Str.,https://www.kvb.koeln/haltestellen/overview/463/
Rudolfplatz,https://www.kvb.koeln/haltestellen/overview/27/
Rösrather Str.,https://www.kvb.koeln/haltestellen/overview/565/
Röttgensweg,https://www.kvb.koeln/haltestellen/overview/555/
Saarbrücker Str.,https://www.kvb.koeln/haltestellen/overview/536/
Saarstr.,https://www.kvb.koeln/haltestellen/overview/218/
Sauerlandstr.,https://www.kvb.koeln/haltestellen/overview/532/
Schadowstr.,https://www.kvb.koeln/haltestellen/overview/768/
Schaffrathsgasse,https://www.kvb.koeln/haltestellen/overview/242/
Schanzenstr. Nord,https://www.kvb.koeln/haltestellen/overview/908/
Schanzenstr./Schauspielhaus,https://www.kvb.koeln/haltestellen/overview/891/
Scheibenstr.,https://www.kvb.koeln/haltestellen/overview/337/
Scheuermühlenstr.,https://www.kvb.koeln/haltestellen/overview/887/
Schillingsrotter Str.,https://www.kvb.koeln/haltestellen/overview/122/
Schirmerstr.,https://www.kvb.koeln/haltestellen/overview/770/
Schlagbaumsweg,https://www.kvb.koeln/haltestellen/overview/593/
Schlebusch,https://www.kvb.koeln/haltestellen/overview/663/
Schlehdornstr.,https://www.kvb.koeln/haltestellen/overview/931/
Schlettstadter Str.,https://www.kvb.koeln/haltestellen/overview/418/
Schloss Röttgen,https://www.kvb.koeln/haltestellen/overview/558/
Schmiedegasse,https://www.kvb.koeln/haltestellen/overview/340/
Schneider-Clauss-Str.,https://www.kvb.koeln/haltestellen/overview/829/
Schokoladenmuseum,https://www.kvb.koeln/haltestellen/overview/719/
Schulzentrum Wahn,https://www.kvb.koeln/haltestellen/overview/886/
Schumacherring,https://www.kvb.koeln/haltestellen/overview/895/
Schwabenstr.,https://www.kvb.koeln/haltestellen/overview/121/
Schwadorf,https://www.kvb.koeln/haltestellen/overview/739/
Schwindstr.,https://www.kvb.koeln/haltestellen/overview/198/
Schüttewerk,https://www.kvb.koeln/haltestellen/overview/440/
Schützenhofstr.,https://www.kvb.koeln/haltestellen/overview/935/
Schönhauser Str.,https://www.kvb.koeln/haltestellen/overview/65/
Sechzigstr.,https://www.kvb.koeln/haltestellen/overview/311/
Seeberg,https://www.kvb.koeln/haltestellen/overview/395/
Seithümerstr.,https://www.kvb.koeln/haltestellen/overview/213/
Selma-Lagerlöf-Str.,https://www.kvb.koeln/haltestellen/overview/221/
Seniorenzentrum Riehl,https://www.kvb.koeln/haltestellen/overview/320/
Servatiusstr.,https://www.kvb.koeln/haltestellen/overview/537/
Severinsbrücke,https://www.kvb.koeln/haltestellen/overview/45/
Severinskirche,https://www.kvb.koeln/haltestellen/overview/15/
Severinstr.,https://www.kvb.koeln/haltestellen/overview/11/
Severinusstr.,https://www.kvb.koeln/haltestellen/overview/219/
Sibille-Hartmann-Str.,https://www.kvb.koeln/haltestellen/overview/782/
Siebengebirgsallee,https://www.kvb.koeln/haltestellen/overview/168/
Siedlung Mielenforst,https://www.kvb.koeln/haltestellen/overview/599/
Siegburger Str.,https://www.kvb.koeln/haltestellen/overview/448/
Siegfriedstr.,https://www.kvb.koeln/haltestellen/overview/116/
Siegstr.,https://www.kvb.koeln/haltestellen/overview/107/
Siemensstr.,https://www.kvb.koeln/haltestellen/overview/469/
Sigwinstr.,https://www.kvb.koeln/haltestellen/overview/613/
Silbermöwenweg,https://www.kvb.koeln/haltestellen/overview/14/
Sinnersdorf Kirche,https://www.kvb.koeln/haltestellen/overview/704/
Sinnersdorfer Mühle,https://www.kvb.koeln/haltestellen/overview/379/
Slabystr.,https://www.kvb.koeln/haltestellen/overview/315/
Sparkasse Am Butzweilerhof,https://www.kvb.koeln/haltestellen/overview/903/
Spitzangerweg,https://www.kvb.koeln/haltestellen/overview/217/
Sportplatzstr.,https://www.kvb.koeln/haltestellen/overview/656/
Sprengelstr.,https://www.kvb.koeln/haltestellen/overview/819/
St. Vinzenz-Hospital,https://www.kvb.koeln/haltestellen/overview/824/
St.-Joseph-Kirche,https://www.kvb.koeln/haltestellen/overview/354/
St.-Tönnis-Str.,https://www.kvb.koeln/haltestellen/overview/426/
Staffelbergstr.,https://www.kvb.koeln/haltestellen/overview/985/
Stallagsweg,https://www.kvb.koeln/haltestellen/overview/390/
Stammheim S-Bahn,https://www.kvb.koeln/haltestellen/overview/813/
Stammheimer Ring,https://www.kvb.koeln/haltestellen/overview/641/
Stegerwaldsiedlung,https://www.kvb.koeln/haltestellen/overview/567/
Steinkauzweg,https://www.kvb.koeln/haltestellen/overview/286/
Steinmetzstr.,https://www.kvb.koeln/haltestellen/overview/515/
Steinstr. S-Bahn,https://www.kvb.koeln/haltestellen/overview/625/
Steinweg,https://www.kvb.koeln/haltestellen/overview/553/
Sterrenhofweg,https://www.kvb.koeln/haltestellen/overview/205/
Stolberger Str.,https://www.kvb.koeln/haltestellen/overview/778/
Stolberger Str./Eupener Str.,https://www.kvb.koeln/haltestellen/overview/183/
Stommeler Str.,https://www.kvb.koeln/haltestellen/overview/839/
Stormstr.,https://www.kvb.koeln/haltestellen/overview/225/
Straßburger Platz,https://www.kvb.koeln/haltestellen/overview/563/
Stresemannstr.,https://www.kvb.koeln/haltestellen/overview/465/
Stüttgenhof,https://www.kvb.koeln/haltestellen/overview/234/
Subbelrather Str./Gürtel,https://www.kvb.koeln/haltestellen/overview/245/
Suevenstr.,https://www.kvb.koeln/haltestellen/overview/40/
Swinestr.,https://www.kvb.koeln/haltestellen/overview/988/
Südallee,https://www.kvb.koeln/haltestellen/overview/207/
Sülz Hermeskeiler Platz,https://www.kvb.koeln/haltestellen/overview/166/
Sülzburgstr.,https://www.kvb.koeln/haltestellen/overview/152/
Sülzgürtel,https://www.kvb.koeln/haltestellen/overview/160/
Sürth Bf,https://www.kvb.koeln/haltestellen/overview/124/
Sürth Rodderweg,https://www.kvb.koeln/haltestellen/overview/664/
Sürther Feldallee,https://www.kvb.koeln/haltestellen/overview/226/
Tacitusstr.,https://www.kvb.koeln/haltestellen/overview/68/
Takustr.,https://www.kvb.koeln/haltestellen/overview/836/
Talweg,https://www.kvb.koeln/haltestellen/overview/805/
Tannenbusch Mitte,https://www.kvb.koeln/haltestellen/overview/694/
Tannenbusch Süd,https://www.kvb.koeln/haltestellen/overview/693/
Taubenholzweg,https://www.kvb.koeln/haltestellen/overview/446/
Technologiepark Köln,https://www.kvb.koeln/haltestellen/overview/197/
Theodor-Heuss-Str.,https://www.kvb.koeln/haltestellen/overview/464/
Theresienstr.,https://www.kvb.koeln/haltestellen/overview/149/
Thermalbad,https://www.kvb.koeln/haltestellen/overview/806/
Thielenbruch,https://www.kvb.koeln/haltestellen/overview/596/
Thurner Kamp,https://www.kvb.koeln/haltestellen/overview/600/
Trifelsstr.,https://www.kvb.koeln/haltestellen/overview/789/
Trimbornstr.,https://www.kvb.koeln/haltestellen/overview/816/
Troisdorfer Str.,https://www.kvb.koeln/haltestellen/overview/493/
TÜV-Akademie,https://www.kvb.koeln/haltestellen/overview/799/
Ubierring,https://www.kvb.koeln/haltestellen/overview/17/
Uedorf,https://www.kvb.koeln/haltestellen/overview/679/
Uferstr.,https://www.kvb.koeln/haltestellen/overview/114/
Ulrepforte,https://www.kvb.koeln/haltestellen/overview/19/
Universität,https://www.kvb.koeln/haltestellen/overview/153/
Universität/Markt,https://www.kvb.koeln/haltestellen/overview/686/
Universitätsstr.,https://www.kvb.koeln/haltestellen/overview/143/
Unnauer Weg,https://www.kvb.koeln/haltestellen/overview/394/
Unter Buschweg,https://www.kvb.koeln/haltestellen/overview/529/
Unter Gottes Gnaden,https://www.kvb.koeln/haltestellen/overview/978/
Unter Sachsenhausen,https://www.kvb.koeln/haltestellen/overview/968/
Urbach Friedhof,https://www.kvb.koeln/haltestellen/overview/479/
Urbach Kaiserstr.,https://www.kvb.koeln/haltestellen/overview/511/
Urbach Waldstr.,https://www.kvb.koeln/haltestellen/overview/510/
Urfeld,https://www.kvb.koeln/haltestellen/overview/743/
Venloer Str./Gürtel,https://www.kvb.koeln/haltestellen/overview/251/
Vingst,https://www.kvb.koeln/haltestellen/overview/521/
Vitalisstr. Nord,https://www.kvb.koeln/haltestellen/overview/659/
Vitalisstr. Süd,https://www.kvb.koeln/haltestellen/overview/195/
Vogelsanger Markt,https://www.kvb.koeln/haltestellen/overview/289/
Vogelsbergstr.,https://www.kvb.koeln/haltestellen/overview/983/
Volkhovener Weg,https://www.kvb.koeln/haltestellen/overview/402/
Volksgarten,https://www.kvb.koeln/haltestellen/overview/913/
Voltastr.,https://www.kvb.koeln/haltestellen/overview/901/
Von-Galen-Str.,https://www.kvb.koeln/haltestellen/overview/639/
Von-Hünefeld-Str.,https://www.kvb.koeln/haltestellen/overview/277/
Von-Lohe-Str.,https://www.kvb.koeln/haltestellen/overview/635/
Von-Quadt-Str.,https://www.kvb.koeln/haltestellen/overview/601/
