name,infolink
Von-Sparr-Str.,https://www.kvb.koeln/haltestellen/overview/632/
Wahn Friedhof,https://www.kvb.koeln/haltestellen/overview/491/
Wahn Kirche,https://www.kvb.koeln/haltestellen/overview/489/
Wahn S-Bahn,https://www.kvb.koeln/haltestellen/overview/488/
Waidmarkt,https://www.kvb.koeln/haltestellen/overview/12/
Walberberg,https://www.kvb.koeln/haltestellen/overview/677/
Waldorf,https://www.kvb.koeln/haltestellen/overview/675/
Walter-Dodde-Weg,https://www.kvb.koeln/haltestellen/overview/421/
Walter-Pauli-Ring,https://www.kvb.koeln/haltestellen/overview/243/
Wasseramselweg,https://www.kvb.koeln/haltestellen/overview/965/
Wasserwerk,https://www.kvb.koeln/haltestellen/overview/75/
Wattstr.,https://www.kvb.koeln/haltestellen/overview/873/
WDR,https://www.kvb.koeln/haltestellen/overview/292/
Weichselring,https://www.kvb.koeln/haltestellen/overview/403/
Weiden Einkaufszentrum,https://www.kvb.koeln/haltestellen/overview/791/
Weiden Lübecker Str.,https://www.kvb.koeln/haltestellen/overview/966/
Weiden Römergrab,https://www.kvb.koeln/haltestellen/overview/241/
Weiden Sportplatz,https://www.kvb.koeln/haltestellen/overview/224/
Weiden West,https://www.kvb.koeln/haltestellen/overview/702/
Weiden Zentrum,https://www.kvb.koeln/haltestellen/overview/261/
Weidenpescher Str.,https://www.kvb.koeln/haltestellen/overview/347/
Weilburger Str.,https://www.kvb.koeln/haltestellen/overview/526/
Weiler,https://www.kvb.koeln/haltestellen/overview/401/
Weilerweg,https://www.kvb.koeln/haltestellen/overview/811/
Weinsbergstr./Gürtel,https://www.kvb.koeln/haltestellen/overview/254/
Weiß Friedhof,https://www.kvb.koeln/haltestellen/overview/132/
Weißer Hauptstr.,https://www.kvb.koeln/haltestellen/overview/131/
Weißhausstr.,https://www.kvb.koeln/haltestellen/overview/150/
Welserstr.,https://www.kvb.koeln/haltestellen/overview/651/
Wendelinstr.,https://www.kvb.koeln/haltestellen/overview/188/
Weserpromenade,https://www.kvb.koeln/haltestellen/overview/881/
Wesseling,https://www.kvb.koeln/haltestellen/overview/741/
Wesseling Nord,https://www.kvb.koeln/haltestellen/overview/742/
Wesseling Süd,https://www.kvb.koeln/haltestellen/overview/740/
Wesselinger Str.,https://www.kvb.koeln/haltestellen/overview/125/
Westerwaldstr.,https://www.kvb.koeln/haltestellen/overview/99/
Westfriedhof,https://www.kvb.koeln/haltestellen/overview/283/
Westhoven Berliner Str.,https://www.kvb.koeln/haltestellen/overview/450/
Westhoven Kölner Str.,https://www.kvb.koeln/haltestellen/overview/449/
Weyertal,https://www.kvb.koeln/haltestellen/overview/154/
Wezelostr.,https://www.kvb.koeln/haltestellen/overview/400/
Wichheimer Str.,https://www.kvb.koeln/haltestellen/overview/579/
Widdersdorf,https://www.kvb.koeln/haltestellen/overview/231/
Widdersdorfer Str.,https://www.kvb.koeln/haltestellen/overview/196/
Widdig,https://www.kvb.koeln/haltestellen/overview/680/
Wiedenfelder Weg,https://www.kvb.koeln/haltestellen/overview/428/
Wiedstr.,https://www.kvb.koeln/haltestellen/overview/654/
Wiehler Str.,https://www.kvb.koeln/haltestellen/overview/544/
Wiener Weg,https://www.kvb.koeln/haltestellen/overview/209/
Wiesenweg,https://www.kvb.koeln/haltestellen/overview/478/
Wildpark,https://www.kvb.koeln/haltestellen/overview/623/
Wilhelm-Leuschner-Str.,https://www.kvb.koeln/haltestellen/overview/727/
Wilhelm-Mauser-Str.,https://www.kvb.koeln/haltestellen/overview/265/
Wilhelm-Sollmann-Str.,https://www.kvb.koeln/haltestellen/overview/362/
Wilhelmstr.,https://www.kvb.koeln/haltestellen/overview/825/
Willi-Lauf-Allee,https://www.kvb.koeln/haltestellen/overview/244/
Windmühlenstr.,https://www.kvb.koeln/haltestellen/overview/961/
Wiso-Fakultät,https://www.kvb.koeln/haltestellen/overview/846/
Wolffsohnstr.,https://www.kvb.koeln/haltestellen/overview/282/
Worringen S-Bahn,https://www.kvb.koeln/haltestellen/overview/420/
Worringen Süd,https://www.kvb.koeln/haltestellen/overview/425/
Worringer Str.,https://www.kvb.koeln/haltestellen/overview/37/
Wupperplatz,https://www.kvb.koeln/haltestellen/overview/944/
Wurzerstraße,https://www.kvb.koeln/haltestellen/overview/700/
Wüllnerstr.,https://www.kvb.koeln/haltestellen/overview/169/
Würzburger Str.,https://www.kvb.koeln/haltestellen/overview/520/
Xantener Str.,https://www.kvb.koeln/haltestellen/overview/323/
Zaunhof,https://www.kvb.koeln/haltestellen/overview/141/
Zaunstr.,https://www.kvb.koeln/haltestellen/overview/215/
Zollstock Südfriedhof,https://www.kvb.koeln/haltestellen/overview/57/
Zollstockgürtel,https://www.kvb.koeln/haltestellen/overview/56/
Zollstocksweg,https://www.kvb.koeln/haltestellen/overview/58/
Zonser Str.,https://www.kvb.koeln/haltestellen/overview/837/
Zoo/Flora,https://www.kvb.koeln/haltestellen/overview/313/
Zugweg,https://www.kvb.koeln/haltestellen/overview/914/
Zum Dammfelde,https://www.kvb.koeln/haltestellen/overview/979/
Zum Hedelsberg,https://www.kvb.koeln/haltestellen/overview/133/
Zum Neuen Kreuz,https://www.kvb.koeln/haltestellen/overview/807/
Zur Abtei,https://www.kvb.koeln/haltestellen/overview/804/
Zülpicher Platz,https://www.kvb.koeln/haltestellen/overview/24/
Zülpicher Str./Gürtel,https://www.kvb.koeln/haltestellen/overview/164/
Zündorf,https://www.kvb.koeln/haltestellen/overview/486/
Zündorf Altersheim,https://www.kvb.koeln/haltestellen/overview/759/
Zündorf Kirche,https://www.kvb.koeln/haltestellen/overview/758/
Zündorf Marktstr.,https://www.kvb.koeln/haltestellen/overview/757/
Zündorf Mitte,https://www.kvb.koeln/haltestellen/overview/760/
Zündorf Olefsgasse,https://www.kvb.koeln/haltestellen/overview/761/
Zündorf Ranzeler Str.,https://www.kvb.koeln/haltestellen/overview/762/
Zündorfer Weg,https://www.kvb.koeln/haltestellen/overview/447/
Zypressenstr.,https://www.kvb.koeln/haltestellen/overview/389/
Üdesheimer Weg,https://www.kvb.koeln/haltestellen/overview/434/
Üsdorf,https://www.kvb.koeln/haltestellen/overview/223/
